FacultyID  ,Category ,Preference 1                                                    ,Preference 2                                                    ,Preference 3                                                    ,Preference 4                                                 ,Preference 5                                                    ,Preference 6                                                    ,Preference 7                                                    ,Preference 8                                                    ,Preference 9                                               ,Preference 10                                                ,Preference 11                                                ,Preference 12
108 ,x1       ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET                    ,HDELE - ME F366 - LABORATORY PROJECT                            ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,FDELE - CS F213 - OBJECT ORIENTED PROG                       ,FDELE - ECE F376 - DESIGN PROJECT                               ,FDCDC - GS F326 - CREATIVE THINKING                             ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                     ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS            ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                 ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                       ,HDCDC - MEL G621 - VLSI DESIGN
109 ,x3       ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,FDELE - ECON F366 - LABORATORY PROJECT                          ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                  ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                       ,HDCDC - BITS G563T - DISSERTATION                               ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                    ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY         ,FDCDC - ECE F266 - STUDY PROJECT                           ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                    ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG              ,FDELE - HSS F227 - CROSS CULTURAL SKILLS
110 ,x2       ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                          ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING               ,FDELE - ECON F355 - BUSS ANAL & VALUATION                    ,FDELE - HSS F332 - CINEMATIC ART                                ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY         ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE        ,HDELE - ME F415 - GAS DYNAMICS                                  ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS               ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                    ,FDCDC - MATH F266 - STUDY PROJECT                            ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT
111 ,x3       ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                       ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG                      ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                  ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                   ,HDCDC - ME G532 - MACHINE TOOL ENGINEERING                      ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY                ,FDCDC - PHY F311 - QUANTUM MECHANICS II                         ,FDELE - EEE F477 - MODEL OF FIELD-EFFECT NANODEV           ,FDCDC - CHEM F376 - DESIGN PROJECT                           ,HDCDC - BITS G562T - DISSERTATION                            ,HDELE - ME G512 - FINITE ELEMENT METHOD
112 ,x3       ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                    ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                  ,HDELE - BITS G539 - RESEARCH PROJECT II                         ,FDCDC - CS F376 - DESIGN PROJECT                                ,FDELE - EEE F491 - SPECIAL PROJECT                              ,HDCDC - BITS G563T - DISSERTATION                               ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I                  ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                   ,HDCDC - BIO G661 - GENE TOXICOLOGY                           ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE
113 ,x3       ,FDELE - PHY F315 - THEORY OF RELATIVITY                         ,HDCDC - BITS G563T - DISSERTATION                               ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,HDELE - BIO G526 - CANCER BIOLOGY                            ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                      ,FDCDC - MATH F215 - ALGEBRA I                                   ,FDELE - EEE F376 - DESIGN PROJECT                               ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                    ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                      ,FDCDC - INSTR F366 - LABORATORY PROJECT                      ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS
114 ,x2       ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,HDELE - ME F266 - STUDY PROJECT                                 ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                    ,FDELE - EEE F366 - LABORATORY PROJECT                           ,FDELE - HSS F332 - CINEMATIC ART                                ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS                    ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS    ,FDCDC - CHEM F376 - DESIGN PROJECT                           ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                  ,FDCDC - EEE F418 - MOD COMMUNICATION TECH
115 ,x3       ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                    ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                       ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                        ,FDELE - EEE F376 - DESIGN PROJECT                            ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,FDCDC - PHY F111 - MECH OSCIL & WAVES                           ,FDELE - CHE F213 - CHEM ENGG THERMODYNAMICS                     ,HDCDC - INSTR F312 - TRANSD & MEASUREMENT SYS                   ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE              ,HDELE - ME F376 - DESIGN PROJECT                             ,FDELE - MATH F421 - COMBINATORIAL MATHS                      ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT
116 ,x2       ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                       ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE        ,HDELE - BIO G526 - CANCER BIOLOGY                               ,FDELE - PHY F491 - SPECIAL PROJECT                           ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS             ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,FDELE - PHY F266 - STUDY PROJECT                           ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                 ,FDCDC - ECON F376 - DESIGN PROJECT                           ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET
117 ,x2       ,HDCDC - MEL G611 - I C FABRICATION TECH                         ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                        ,FDELE - EEE F422 - MODERN CONTROL SYSTEMS                       ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                  ,HDELE - INSTR F266 - STUDY PROJECT                              ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP                    ,HDELE - BIO G526 - CANCER BIOLOGY                               ,FDCDC - CHE F433 - CORROSION ENGINEERING                        ,FDELE - BITS F415 - INTRODUCTION TO MEMS                   ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                    ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                   ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS
118 ,x2       ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS                    ,FDELE - CS F468 - INFORMATION SECURITY PROJECT               ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY                ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,HDELE - CS G553 - RECONFIGURABLE COMPUTING                      ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY           ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES   ,FDELE - CHE F213 - CHEM ENGG THERMODYNAMICS                  ,HDCDC - CHEM G521 - ENVIRONMENTAL CHEMISTRY
119 ,x3       ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS                 ,FDELE - BIO F111 - GENERAL BIOLOGY                              ,HDCDC - BIO G661 - GENE TOXICOLOGY                              ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG                   ,FDELE - BIO F491 - SPECIAL PROJECT                              ,FDELE - CS F213 - OBJECT ORIENTED PROG                          ,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS                 ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY                ,HDELE - ME F112 - WORKSHOP PRACTICE                        ,HDELE - CS G623 - ADVANCED OPERAT SYSTEMS                    ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                    ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH
120 ,x3       ,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR              ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                        ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                   ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I                         ,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING           ,FDCDC - GS F326 - CREATIVE THINKING                             ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE        ,HDELE - ME F366 - LABORATORY PROJECT                       ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                    ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                 ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY
121 ,x1       ,HDCDC - ME F217 - APPLIED THERMODYNAMICS                        ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                         ,FDCDC - GS F231 - DYN OF SOCIAL CHANGE                          ,FDCDC - ECON F491 - SPECIAL PROJECT                          ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO               ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                         ,FDELE - EEE F366 - LABORATORY PROJECT                           ,HDELE - INSTR F266 - STUDY PROJECT                              ,FDELE - BITS F112 - TECH REPORT WRITING                    ,FDELE - BITS F110 - ENGINEERING GRAPHICS                     ,FDCDC - BITS F437 - TECHNICAL COMMUNICATION                  ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"
122 ,x3       ,FDCDC - GS F326 - CREATIVE THINKING                             ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE                     ,FDCDC - CS F376 - DESIGN PROJECT                                ,FDCDC - MATH F491 - SPECIAL PROJECT                          ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,FDELE - CHE F213 - CHEM ENGG THERMODYNAMICS                     ,FDELE - CS F351 - THEORY OF COMPUTATION                         ,FDCDC - PHY F311 - QUANTUM MECHANICS II                         ,HDELE - ME F376 - DESIGN PROJECT                           ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                  ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY
123 ,x3       ,FDELE - CS F468 - INFORMATION SECURITY PROJECT                  ,FDCDC - BITS F314 - GAME THEORY & ITS APPLICATION               ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,FDCDC - MATH F111 - MATHEMATICS-I                            ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT      ,FDCDC - PHY F312 - STATISTICAL MECHANICS                        ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,FDELE - PHY F376 - DESIGN PROJECT                               ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,HDELE - ME F376 - DESIGN PROJECT                             ,HDELE - CS G527 - CLOUD COMPUTING
124 ,x2       ,FDCDC - CHE F212 - FLUID MECHANICS                              ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                       ,FDELE - CS F429 - NATURAL LANG PROCESS                          ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                 ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,FDELE - CHE F414 - TRANSPORT PHENOMENA                          ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                      ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                    ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                 ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                    ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                  ,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING
125 ,x3       ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,HDELE - BIO G526 - CANCER BIOLOGY                               ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG              ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                     ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                       ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                          ,FDELE - BITS F112 - TECH REPORT WRITING                         ,FDCDC - ECE F266 - STUDY PROJECT                           ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                  ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY             ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS
126 ,x1       ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS                    ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                  ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                     ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                       ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I                       ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS             ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                 ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                    ,FDELE - CS F468 - INFORMATION SECURITY PROJECT               ,FDELE - HSS F332 - CINEMATIC ART
127 ,x2       ,FDELE - HSS F232 - INTRO TO DEV STUDIES                         ,HDCDC - CHEM G521 - ENVIRONMENTAL CHEMISTRY                     ,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN                  ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                    ,FDELE - PHY F315 - THEORY OF RELATIVITY                         ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                       ,FDCDC - EEE F214 - ELECTRONIC DEVICES                           ,FDCDC - CHEM F266 - STUDY PROJECT                               ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT               ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"            ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG              ,FDCDC - PHY F111 - MECH OSCIL & WAVES
128 ,x1       ,FDCDC - EEE F266 - STUDY PROJECT                                ,FDCDC - ECE F266 - STUDY PROJECT                                ,FDELE - IS F341 - SOFTWARE ENGINEERING                          ,FDELE - PHY F491 - SPECIAL PROJECT                           ,FDELE - ECE F376 - DESIGN PROJECT                               ,HDCDC - ME F217 - APPLIED THERMODYNAMICS                        ,FDCDC - CS F266 - STUDY PROJECT                                 ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"               ,FDELE - MATH F376 - DESIGN PROJECT                         ,FDCDC - CHE F266 - STUDY PROJECT                             ,HDELE - ME F366 - LABORATORY PROJECT                         ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE
129 ,x2       ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                     ,HDELE - CS G527 - CLOUD COMPUTING                               ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                  ,FDELE - HSS F332 - CINEMATIC ART                                ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS               ,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING           ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                  ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                 ,FDCDC - CHE F491 - SPECIAL PROJECTS                          ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS
130 ,x3       ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,FDELE - BIO F266 - STUDY PROJECT                                ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                      ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS               ,HDCDC - CHEM G521 - ENVIRONMENTAL CHEMISTRY                ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY             ,FDCDC - PHY F311 - QUANTUM MECHANICS II                      ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS
131 ,x2       ,FDCDC - MATH F353 - STATISTICAL INFER & APP                     ,FDELE - CS F320 - FOUNDATIONS OF DATA SCIENCE                   ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                     ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE" ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                      ,FDCDC - CHEM F376 - DESIGN PROJECT                              ,HDELE - BITS G511 - ADVANCED PROJECT                            ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                       ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                  ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                      ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                   ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH
132 ,x1       ,FDCDC - EEE F214 - ELECTRONIC DEVICES                           ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY                ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,HDCDC - MEL G622 - INTRO TO ARTIF NEURAL NET                 ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES      ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY                 ,FDELE - PHY F491 - SPECIAL PROJECT                              ,FDCDC - PHY F311 - QUANTUM MECHANICS II                         ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                  ,HDELE - ME F376 - DESIGN PROJECT                             ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING            ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE
133 ,x3       ,HDELE - CS G541 - PERVASIVE COMPUTING                           ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                       ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS             ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                      ,FDELE - BIO F311 - RECOMBINANT DNA TECH                         ,FDELE - EEE F422 - MODERN CONTROL SYSTEMS                       ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,FDCDC - MATH F491 - SPECIAL PROJECT                        ,FDCDC - PHY F366 - LABORATORY PROJECT                        ,FDELE - PHY F491 - SPECIAL PROJECT                           ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE
134 ,x3       ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                      ,FDELE - GS F322 - CRITI ANAL OF LIT & CINE                      ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO            ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,FDCDC - EEE F215 - DIGITAL DESIGN                               ,FDELE - PHY F491 - SPECIAL PROJECT                              ,HDCDC - INSTR F312 - TRANSD & MEASUREMENT SYS                   ,FDCDC - ECON F376 - DESIGN PROJECT                         ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                   ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                 ,FDCDC - EEE F418 - MOD COMMUNICATION TECH
135 ,x2       ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                        ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                       ,FDCDC - GS F326 - CREATIVE THINKING                          ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY                         ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                       ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                       ,FDELE - EEE F477 - MODEL OF FIELD-EFFECT NANODEV                ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                ,HDCDC - BITS G540 - RESEARCH PRACTICE                        ,FDELE - CHE F213 - CHEM ENGG THERMODYNAMICS                  ,HDELE - MEL G623 - ADVANCED VLSI DESIGN
136 ,x3       ,HDCDC - CS G525 - ADV COMPUTER NETWORKS                         ,HDCDC - ME F211 - MECHANICS OF SOLIDS                           ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                    ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                     ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                ,FDELE - PHY F110 - PHYSICS LABORATORY                        ,HDELE - CHE G613 - ADVANCED MASS TRANSFER                    ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS
137 ,x1       ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS                ,HDELE - CS G541 - PERVASIVE COMPUTING                           ,"FDELE - BIO F216 - WATER,SANITATION & SOLID WASTE"             ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                    ,FDCDC - BITS F314 - GAME THEORY & ITS APPLICATION               ,HDCDC - BITS G529 - RESEARCH PROJECT I                          ,FDELE - BITS F110 - ENGINEERING GRAPHICS                        ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,HDELE - CHE G613 - ADVANCED MASS TRANSFER                  ,FDCDC - ECE F366 - LABORATORY PROJECT                        ,FDELE - PHY F213 - OPTICS                                    ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE
138 ,x3       ,FDCDC - CHEM F266 - STUDY PROJECT                               ,HDELE - BITS G511 - ADVANCED PROJECT                            ,FDCDC - HSS F338 - COMPARATIVE INDIAN LITERATURE                ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                 ,FDELE - PHY F266 - STUDY PROJECT                                ,FDCDC - ECON F491 - SPECIAL PROJECT                             ,HDCDC - BITS G562T - DISSERTATION                               ,"FDELE - BIO F216 - WATER,SANITATION & SOLID WASTE"             ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT               ,HDELE - DE G531 - PRODUCT DESIGN                             ,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR           ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN
139 ,x2       ,FDCDC - GS F326 - CREATIVE THINKING                             ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,HDCDC - BITS G540 - RESEARCH PRACTICE                           ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO            ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                    ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,HDELE - BITS G511 - ADVANCED PROJECT                            ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDCDC - MATH F353 - STATISTICAL INFER & APP                ,FDELE - BIO F111 - GENERAL BIOLOGY                           ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                    ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND
140 ,x1       ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                       ,FDCDC - MATH F111 - MATHEMATICS-I                               ,HDCDC - INSTR F311 - ELECTRO INST & INST TECH                   ,FDELE - PHY F491 - SPECIAL PROJECT                           ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY                         ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,HDELE - ME F316 - MANUFACTURING MANAGEMENT                      ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,FDELE - HSS F332 - CINEMATIC ART                           ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I                    ,FDCDC - CHE F491 - SPECIAL PROJECTS
141 ,x2       ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,HDCDC - BITS G619 - PROFESSIONAL PRACTICE                       ,FDELE - CS F429 - NATURAL LANG PROCESS                          ,HDELE - ME F366 - LABORATORY PROJECT                         ,FDCDC - MATH F491 - SPECIAL PROJECT                             ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR              ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I                         ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                  ,FDELE - EEE F435 - DIGITAL IMAGE PROCESSING                  ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                    ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS
142 ,x2       ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                           ,FDCDC - PHY F111 - MECH OSCIL & WAVES                           ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                    ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY                      ,HDCDC - INSTR F311 - ELECTRO INST & INST TECH                   ,FDELE - PHY F266 - STUDY PROJECT                                ,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS                    ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT               ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                    ,HDELE - ME F376 - DESIGN PROJECT                             ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"
143 ,x1       ,FDELE - PHY F266 - STUDY PROJECT                                ,HDCDC - MEL G621 - VLSI DESIGN                                  ,FDCDC - MATH F215 - ALGEBRA I                                   ,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV                   ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                         ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,FDELE - IS F341 - SOFTWARE ENGINEERING                          ,FDELE - BIO F266 - STUDY PROJECT                                ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                 ,HDELE - BITS G539 - RESEARCH PROJECT II                      ,FDCDC - EEE F266 - STUDY PROJECT
